Topic,Topic2,Category2,Date,Sentiment,Sentiment_YoY_Growth,Frequency,Frequency_YoY_Growth,Trending_Score,Perspective,Perspective2,Category1,Country,Novelty_Score
Carbonated,Shake,soda,last 6 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Motivation,Beverage,Canada,8.834928
Carbonated,Water,soda,last 6 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Cheddar Cheese,Eggs,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cheddar Cheese,Tomato,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coffee,#coldbrew,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Cola,Soda,soda,last year,-0.34,-34.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cream,Croissants,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mineral Water,Soda,soda,last 6 month,0.6124,61.239998,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Onion,Provolone Cheese,soda,last year,1.1695334,116.95334,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Onion,Sparkling Water,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Soda,Bean Soup,soda,last 3 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Bubly,soda,last year,0.0,-0.96732026,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Vodka,#NOTANAD,soda,last year,0.296,29.6,4,400.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Water,#WorldWaterDay2019,soda,last 6 month,0.0,-0.986969,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
#BunsOut,Tonic,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#Ginvent,Cinnamon,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,
#Ginvent,Tonic,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,
#RealColumbiaSC,@drjoshsc,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RugbyWorldCup2019,#RapeSurvivors,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RugbyWorldCup2019,@altamc,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#cocktails,@ChairmansUK,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#cocktails,Rum,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#craftcocktails,Tonic Water,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,#rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#wintersover,#spanishgin,tonic,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@DoubleDutchMix,Spiced,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Motivation,Beverage,Canada,8.589969
@ReisePferdich,Tonic,tonic,last year,0.0,-1.019976,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,7.6868787
@columbiasc,Tonic,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@craftandcochest,Cranberry,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@craftandcochest,Ginger,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
Fever Tree,#portlandbars,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Hashtag,Beverage,Canada,8.834928
Gin,#Ginvent,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Hashtag,Beverage,Canada,
Tonic,Large,tonic,last 6 month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#interiordesign,@WindowTrendsHI,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
@Jaguars,Pimento,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@OutwavesMA,#djent,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@Wendys,Coke,ginger ale,last month,0.0,-0.9897162,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Blood,Coca Cola,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Coke,Black,ginger ale,last year,0.0,-0.97682506,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Lime,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold Water,Ginger Ale,ginger ale,last month,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Flat,Sprite,ginger ale,last year,0.0,0.0,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Human,#Pepsi,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Motivation,Hashtag,Beverage,Canada,8.834928
Know,Water,ginger ale,last year,0.0,-0.97306037,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Orange,Coke,ginger ale,last 3 month,0.0,-1.0182682,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Orange,Vanilla,ginger ale,last year,0.0,-1.0182682,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Orange,Whiskey,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Water,Diet,ginger ale,last 3 month,-0.1926,-19.26,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
#Pregnancy,@readersdigest,soda,last year,0.0,-1.0379939,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#beverage,#summer,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#community,#fizzydrink,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gingerlemonade,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#gingerlemonade,Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#humanhappiness,#happy,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#humanhappiness,Human,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Motivation,Beverage,Canada,8.834928
#isolationnation,#stayinnandbeoutout,soda,last 3 month,0.296,29.6,4,400.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#isolationnation,Lime,soda,last 3 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#isolationnation,Sparkling Water,soda,last 6 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#sparklingwater,#Relax,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#stayinnandbeoutout,Lime,soda,last 6 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
Bacon,Cheese,soda,last 3 month,-0.296,-29.6,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Carbonated,Flat,soda,last 3 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Motivation,Beverage,Canada,8.834928
Cola,Coke,soda,last year,-0.34,-34.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Garnish,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Garnish,Lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ice,Sauce,soda,last year,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Red,Bean Soup,soda,last 3 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Rolls,Soda,soda,last 3 month,0.0772,7.7200003,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sauce,Soda,soda,last year,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Coke,soda,last 3 month,0.8687,86.87,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Tomato,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Squid,Dried,soda,last 6 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Strawberry,Tangerine,soda,last 6 month,0.0,-0.98481625,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Veggies,Eggs,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Vodka,#NOTANAD,soda,last 3 month,0.296,29.6,4,400.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
#RealColumbiaSC,#MarchMadness,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#TalkAt9,Tonic,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#chairmansreserve,@ChairmansUK,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#chairmansreserve,Ginger,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#craftcocktails,#rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#craftcocktails,Rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#fevertree,Angostura Bitters,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#howsyourheadhun,@bbcthree,tonic,last 3 month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#howsyourheadhun,@bbcthree,tonic,last 6 month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#howsyourheadhun,Tonic,tonic,last 3 month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#tiqaportland,#portlandbars,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#tiqaportland,Rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#wintersover,#gin&tonic,tonic,last 6 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@EpicFoundSA,#RapeSurvivors,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Gin,#demwitches,tonic,last year,0.0,-0.9828149,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@drjoshsc,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@ChairmansUK,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Tonic,Angostura Bitters,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic Water,Squash,tonic,last 6 month,0.0,-1.0224266,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#DreBanksWorld,#DrizzyBanCo,ginger ale,last year,0.802,80.2,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#artificial,#Pepsi,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#artificial,#flavors,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#beer,#lasertag,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#drum,@8gband,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#groove,#drummer,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#icecream,#familyfun,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#icecream,#minigolf,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#jazz,#latenightshow,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#latenightshow,@8gband,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#pop,#djent,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@Jaguars,Cola,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@OutwavesMA,#pop,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@SherwoodChurch,Coke,ginger ale,last year,0.7964,79.64,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Cherry,Blood,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold,Lemon,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold,Sprite,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
French,Coke,ginger ale,last 6 month,0.0,0.0,3,300.0,0.0,Motivation,Ingredient,Beverage,Canada,8.589969
Ginger Ale,Alfredo,ginger ale,last year,0.0,-0.9786689,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Human,#flavors,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Motivation,Hashtag,Beverage,Canada,8.834928
Sprite,Ice,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sprite,Know,ginger ale,last year,0.0,-0.97306037,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Water,Diet,ginger ale,last year,-0.1926,-19.26,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
#Klarbrunn4Life,#sparklingwater,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#fizzydrink,#wellbeing,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#isolationnation,#NOTANAD,soda,last year,0.296,29.6,4,400.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#lemonade,#summer,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#lemonade,Lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@homejobsbymom,#win,soda,last 6 month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@homejobsbymom,#win,soda,last month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Carbonated,Water,soda,last year,-0.6705,-67.049995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Garnish,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Popcorn,Soda,soda,last 6 month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Red,Dried,soda,last year,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Mustard,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sprouts,Eggs,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Water,#RefreshingByNature,soda,last year,0.0,-0.986969,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
#BunsOut,@MapsMaponyane,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#TalkAt9,@EpicFoundSA,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#chairmansreserve,Ginger,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#cocktails,Cranberry,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#cocktails,Rum,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#craftcocktails,#fevertree,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gin&tonic,#bluehenntonic,tonic,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,#rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,Tonic Water,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@columbiasc,#MarchMadness,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Angostura Bitters,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Fever Tree,Rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Gin,#portlandbars,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@columbiasc,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Angostura Bitters,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Gin,Fresh,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Ginger,Rum,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Tonic,#developerlife,tonic,last year,0.6369,63.690002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,#shame,tonic,last year,0.0,-1.0117772,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@MapsMaponyane,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@altamc,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@bbcthree,tonic,last year,-0.2942,-29.42,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
#Coke,#Pepsi,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#Drinks,#Enjoy,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#icecream,Wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#interiordesign,#homedecor,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#latenightshow,#drummer,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@ETEAKI_T,Coke,ginger ale,last 6 month,0.636,63.6,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@raemack2488,Sack,ginger ale,last year,0.0,-0.97682506,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Beer,#wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Cherry,#Enjoy,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,#familyfun,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,Lemon,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Sweet Pickles,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cola,Pimento,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold,Sprite,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Creamy,Alfredo,ginger ale,last 6 month,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Brand,Beverage,Canada,8.834928
Ginger Ale,White,ginger ale,last year,0.7264,72.64,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Lime,Lemon,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Salmon,Cake,ginger ale,last year,0.0,-0.9786689,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Vodka,Large,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#Obesity,#Pregnancy,soda,last year,0.0,-1.0379939,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#Soda,#Pregnancy,soda,last year,0.0,-1.0379939,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#community,Toasted,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#craft,Garnish,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#mojito,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#summer,Lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#supercharged,#coldbrew,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@RootdHealth,@homejobsbymom,soda,last month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@homejobsbymom,#win,soda,last year,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Carbonated,Water,soda,last 3 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Cherry,Mineral Water,soda,last 3 month,0.6124,61.239998,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coffee,#sparklingwater,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Fried Eggs,Provolone Cheese,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mint,#summer,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Mint,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mint,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mustard,Eggs,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Shake,Water,soda,last year,-0.6705,-67.049995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Sprouts,Cheddar Cheese,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Toasted,#wellbeing,soda,last year,0.937,93.7,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Water,Coke,soda,last 6 month,0.8687,86.87,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#BunsOut,#RapeSurvivors,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RugbyWorldCup2019,@EpicFoundSA,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RugbyWorldCup2019,@Radio702,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#TalkAt9,#RapeSurvivors,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#craftcocktails,Tonic Water,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#fevertree,Angostura Bitters,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#ginandtonic,Fever Tree,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#ginandtonic,Tonic,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@BrightClubMcr,Tonic,tonic,last year,0.4926,49.26,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,7.6868787
@DoubleDutchMix,#cocktails,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
@columbiasc,@drjoshsc,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
